protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate,actual,predict
1,40,1,0,444,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.96,outlier,probe
1,55,2,0,1,0.0,0.0,96,87,0.34,0.05,0.01,0.02,0.0,0.9,outlier,probe
1,40,1,0,445,0.09,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.97,probe,probe
1,52,1,0,1,0.0,0.0,255,11,0.04,0.03,0.0,0.0,0.0,0.22,outlier,probe
0,14,9,1480,1,0.0,0.0,1,39,1.0,0.0,1.0,0.51,0.0,0.0,dos,probe
1,40,1,0,509,0.14,1.0,255,1,0.0,0.98,0.0,0.0,0.12,0.88,probe,probe
0,13,9,18,1,0.0,0.0,1,50,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,45,4,0,1,0.0,0.0,133,1,0.01,0.65,0.64,0.0,0.0,0.65,probe,probe
1,55,1,0,1,0.0,0.0,238,14,0.02,0.03,0.0,0.14,0.0,0.02,outlier,probe
1,40,1,0,2,0.0,1.0,255,1,0.0,0.02,0.0,0.0,0.0,0.0,outlier,probe
1,43,2,0,1,0.0,0.0,181,59,0.24,0.03,0.01,0.03,0.0,0.88,outlier,probe
1,52,1,0,3,0.0,1.0,255,17,0.07,0.03,0.0,0.0,0.01,0.34,outlier,probe
1,40,1,0,508,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.94,probe,probe
1,40,1,0,511,0.13,1.0,255,1,0.0,0.94,0.0,0.0,0.12,0.88,probe,probe
1,45,1,0,95,0.02,0.86,104,1,0.01,0.8,0.91,0.0,0.02,0.89,probe,probe
1,43,1,0,3,0.0,1.0,255,12,0.05,0.03,0.0,0.0,0.0,0.16,outlier,probe
1,55,9,24,4,0.0,0.75,255,53,0.21,0.03,0.0,0.0,0.0,0.35,outlier,probe
1,40,1,0,458,0.16,1.0,255,1,0.0,0.09,0.0,0.0,0.0,0.09,probe,probe
1,45,1,0,341,0.14,1.0,255,1,0.0,0.98,0.0,0.0,0.17,0.8,probe,probe
1,40,1,0,432,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.97,outlier,probe
1,40,1,0,511,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.87,outlier,probe
1,43,2,0,2,0.0,1.0,255,41,0.16,0.02,0.0,0.0,0.0,0.6,outlier,probe
1,40,4,0,1,0.0,0.0,255,1,0.0,0.24,0.23,0.0,0.0,0.23,normal,probe
1,40,5,0,477,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
0,13,9,40008,3,0.0,0.0,142,145,0.23,0.04,0.23,0.4,0.0,0.02,normal,probe
2,45,9,1,32,0.0,0.09,255,11,0.04,0.58,0.99,0.0,0.0,0.01,normal,probe
1,40,1,0,509,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.0,0.97,probe,probe
1,45,10,0,1,1.0,0.0,192,1,0.01,0.99,0.99,0.0,0.99,0.0,probe,probe
1,52,1,0,4,0.0,1.0,148,52,0.19,0.03,0.01,0.04,0.0,0.89,outlier,probe
1,40,1,0,508,0.0,0.99,255,1,0.0,1.0,0.0,0.0,0.0,1.0,probe,probe
1,40,1,0,2,0.0,1.0,255,32,0.13,0.02,0.0,0.0,0.0,0.11,outlier,probe
1,45,4,0,143,0.0,0.55,150,2,0.01,0.52,0.95,0.0,0.0,0.95,normal,probe
2,40,9,1,29,0.0,0.34,255,2,0.01,0.45,0.93,0.0,0.0,0.07,normal,probe
0,13,9,20,1,0.0,0.0,1,42,1.0,0.0,1.0,0.29,0.0,0.0,outlier,probe
1,55,9,6,4,0.0,0.75,255,83,0.33,0.1,0.0,0.0,0.0,0.33,outlier,probe
0,13,9,8,1,0.0,0.0,2,51,1.0,0.0,1.0,0.51,0.0,0.0,probe,probe
2,40,9,1,85,0.0,1.0,255,1,0.0,0.5,0.99,0.0,0.0,0.0,probe,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.84,0.81,0.0,0.0,0.82,probe,probe
1,49,9,2599,3,0.0,0.67,255,26,0.1,0.16,0.0,0.0,0.0,0.88,outlier,probe
1,43,2,0,3,0.0,1.0,255,26,0.1,0.03,0.0,0.0,0.0,0.35,outlier,probe
1,40,1,0,2,0.0,1.0,255,2,0.01,0.02,0.0,0.0,0.0,0.01,outlier,probe
1,45,1,0,13,0.0,0.54,16,1,0.06,0.5,0.81,0.0,0.0,0.81,probe,probe
1,45,10,0,1,1.0,0.0,168,1,0.01,0.99,0.99,0.0,0.99,0.0,probe,probe
0,13,9,20,1,0.0,0.0,1,101,1.0,0.0,1.0,0.26,0.0,0.0,outlier,probe
1,40,1,0,493,0.09,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.87,probe,probe
2,45,9,1,51,0.0,0.63,255,9,0.04,0.91,0.27,0.0,0.11,0.61,normal,probe
0,13,9,18,1,0.0,0.0,1,253,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,52,1,0,1,0.0,0.0,199,53,0.2,0.03,0.01,0.04,0.0,0.88,outlier,probe
2,40,9,1,145,0.0,1.0,255,1,0.0,0.62,0.99,0.0,0.0,0.0,probe,probe
0,14,9,1480,1,0.0,0.0,1,7,1.0,0.0,1.0,0.57,0.0,0.0,dos,probe
1,40,1,0,472,0.12,1.0,255,1,0.0,0.99,0.0,0.0,0.18,0.81,probe,probe
1,40,1,0,398,0.17,1.0,255,1,0.0,0.91,0.0,0.0,0.13,0.87,probe,probe
1,40,1,0,477,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.87,probe,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.66,0.51,0.0,0.0,0.51,probe,probe
0,13,9,8,1,0.0,0.0,2,42,1.0,0.0,1.0,0.5,0.0,0.0,probe,probe
1,40,1,0,482,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.94,outlier,probe
0,13,9,30,1,0.0,0.0,18,18,1.0,0.0,1.0,0.0,0.0,0.0,normal,probe
1,55,1,0,1,0.0,0.0,172,85,0.33,0.03,0.01,0.02,0.0,0.88,outlier,probe
1,55,2,0,1,0.0,0.0,210,85,0.33,0.02,0.0,0.02,0.0,0.89,outlier,probe
2,45,9,1,52,0.0,0.69,255,1,0.0,0.92,0.24,0.0,0.11,0.65,probe,probe
1,45,1,0,65,0.18,1.0,255,1,0.0,0.21,0.0,0.0,0.05,0.14,outlier,probe
0,13,9,40008,3,0.0,0.0,117,145,0.06,0.04,0.06,0.48,0.0,0.03,normal,probe
1,52,1,0,1,0.0,0.0,81,11,0.14,0.06,0.01,0.0,0.01,0.85,outlier,probe
1,40,5,0,478,0.03,1.0,255,1,0.0,1.0,0.0,0.0,0.01,0.99,probe,probe
1,52,1,0,4,0.5,1.0,56,47,0.12,0.09,0.02,0.04,0.04,0.88,outlier,probe
1,24,2,0,2,0.0,1.0,158,59,0.24,0.03,0.01,0.03,0.0,0.91,outlier,probe
1,40,1,0,458,0.14,1.0,255,1,0.0,0.94,0.0,0.0,0.15,0.85,probe,probe
0,13,9,20,1,0.0,0.0,2,40,1.0,0.0,1.0,0.3,0.0,0.0,outlier,probe
0,13,9,18,1,0.0,0.0,1,67,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,40,1,0,510,0.02,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
2,45,9,1,27,0.0,0.96,255,1,0.0,0.55,0.99,0.0,0.0,0.01,probe,probe
2,45,9,1,83,0.0,0.83,255,1,0.0,0.62,0.99,0.0,0.0,0.01,probe,probe
0,13,9,20,1,0.0,0.0,3,36,1.0,0.0,1.0,0.28,0.0,0.0,outlier,probe
1,45,10,0,1,1.0,0.0,167,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,52,1,0,5,0.0,0.8,215,2,0.01,0.03,0.0,0.0,0.0,0.06,outlier,probe
1,40,5,0,412,0.17,1.0,255,1,0.0,0.95,0.0,0.0,0.13,0.85,probe,probe
1,40,1,0,436,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,45,10,0,2,1.0,1.0,3,1,0.33,1.0,1.0,0.0,1.0,0.0,probe,probe
1,55,1,0,1,0.0,0.0,249,5,0.02,0.03,0.0,0.0,0.0,0.03,outlier,probe
1,43,2,0,2,0.0,1.0,255,18,0.07,0.02,0.0,0.0,0.0,0.2,outlier,probe
1,45,10,0,1,1.0,0.0,181,1,0.01,0.99,0.99,0.0,0.99,0.0,probe,probe
0,14,9,1032,114,0.0,0.0,255,18,0.07,0.89,0.07,0.0,0.15,0.77,dos,probe
0,13,9,18,1,0.0,0.0,1,11,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,24,2,0,2,0.0,1.0,182,59,0.24,0.03,0.01,0.03,0.0,0.89,outlier,probe
1,40,1,0,1,0.0,0.0,255,18,0.07,0.02,0.0,0.0,0.0,0.08,outlier,probe
1,52,1,0,4,0.0,1.0,225,52,0.2,0.02,0.0,0.04,0.0,0.87,outlier,probe
1,52,1,0,1,0.0,0.0,82,51,0.16,0.06,0.01,0.04,0.0,0.88,outlier,probe
0,14,9,1032,106,0.0,0.0,255,35,0.14,0.83,0.14,0.0,0.14,0.71,dos,probe
1,45,10,0,1,1.0,0.0,78,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
2,45,9,1,3,0.0,1.0,255,1,0.0,0.33,1.0,0.0,0.0,0.0,outlier,probe
1,52,1,0,4,0.0,1.0,226,51,0.19,0.02,0.0,0.04,0.01,0.87,outlier,probe
2,45,9,1,62,0.0,0.63,255,1,0.0,0.53,0.87,0.0,0.0,0.13,probe,probe
1,24,9,0,2,0.0,1.0,41,57,0.2,0.12,0.02,0.04,0.0,0.17,outlier,probe
0,13,9,18,1,0.0,0.0,1,82,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,1.0,1.0,0.0,0.0,1.0,probe,probe
2,45,9,1,15,0.0,0.4,255,4,0.02,0.69,0.35,0.0,0.03,0.6,normal,probe
1,40,1,0,1,0.0,0.0,255,45,0.18,0.02,0.0,0.0,0.0,0.16,outlier,probe
1,45,10,0,1,1.0,0.0,60,1,0.02,1.0,1.0,0.0,1.0,0.0,probe,probe
2,45,9,1,17,0.0,0.29,255,3,0.01,0.57,0.47,0.0,0.01,0.49,normal,probe
1,43,2,0,3,0.0,1.0,187,59,0.24,0.03,0.01,0.03,0.0,0.89,outlier,probe
1,24,1,0,3,0.0,0.67,159,64,0.25,0.02,0.01,0.03,0.0,0.85,outlier,probe
1,40,1,0,1,0.0,0.0,255,15,0.06,0.02,0.0,0.0,0.0,0.07,outlier,probe
1,45,1,0,1,0.0,0.0,255,1,0.0,0.99,0.99,0.0,0.0,0.98,probe,probe
1,40,1,0,398,0.17,1.0,255,1,0.0,0.91,0.0,0.0,0.15,0.85,probe,probe
1,43,1,0,3,0.0,1.0,255,27,0.11,0.02,0.0,0.0,0.03,0.33,outlier,probe
0,13,9,20,1,0.0,0.0,1,255,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
0,14,9,1480,1,0.0,0.0,1,19,1.0,0.0,1.0,0.53,0.0,0.0,dos,probe
1,40,5,0,398,0.17,1.0,255,1,0.0,0.91,0.0,0.0,0.14,0.86,probe,probe
1,43,2,0,2,0.0,1.0,125,59,0.26,0.04,0.01,0.03,0.02,0.9,outlier,probe
1,52,1,0,2,0.0,1.0,191,48,0.18,0.03,0.01,0.04,0.01,0.88,outlier,probe
1,43,1,0,3,0.0,1.0,143,64,0.25,0.02,0.01,0.03,0.0,0.84,outlier,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.43,0.09,0.0,0.0,0.1,probe,probe
1,40,1,0,510,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.0,1.0,probe,probe
1,40,1,0,1,0.0,0.0,76,1,0.01,0.04,0.01,0.0,0.0,0.01,outlier,probe
1,40,1,0,508,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.0,0.97,probe,probe
1,24,2,0,3,0.0,1.0,112,59,0.25,0.04,0.01,0.03,0.0,0.88,outlier,probe
0,13,9,18,1,0.0,0.0,1,62,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
0,13,9,40008,3,0.0,0.0,167,145,0.34,0.03,0.34,0.31,0.0,0.02,normal,probe
2,40,9,1,5,0.0,1.0,255,1,0.0,0.44,1.0,0.0,0.0,0.0,probe,probe
1,40,1,0,3,0.0,0.67,255,22,0.09,0.01,0.0,0.0,0.0,0.06,outlier,probe
0,13,9,18,1,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,probe,probe
1,41,9,44,5,0.0,0.8,255,11,0.04,0.02,0.0,0.0,0.0,0.13,outlier,probe
1,43,2,0,3,0.0,1.0,255,37,0.15,0.03,0.0,0.0,0.0,0.51,outlier,probe
0,13,9,8,1,0.0,0.0,2,52,1.0,0.0,1.0,0.5,0.0,0.0,probe,probe
1,40,3,0,49,0.0,1.0,4,1,0.25,0.75,0.25,0.0,0.0,0.25,probe,probe
0,13,9,20,1,0.0,0.0,3,147,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,40,1,0,458,0.14,1.0,255,1,0.0,0.91,0.0,0.0,0.13,0.87,probe,probe
1,55,1,0,1,0.0,0.0,151,86,0.34,0.03,0.01,0.02,0.0,0.88,outlier,probe
1,40,1,0,444,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.96,outlier,probe
1,43,1,0,4,0.0,0.75,255,64,0.25,0.01,0.0,0.0,0.0,0.66,outlier,probe
1,23,1,0,2,0.0,1.0,255,1,0.0,0.87,0.85,0.0,0.0,0.86,probe,probe
1,43,2,0,3,0.0,1.0,198,58,0.23,0.03,0.01,0.03,0.0,0.87,outlier,probe
1,45,10,0,1,1.0,0.0,105,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,55,9,24,3,0.0,1.0,225,90,0.35,0.02,0.0,0.02,0.01,0.86,outlier,probe
1,40,5,0,436,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,55,1,0,1,0.0,0.0,17,86,0.35,0.29,0.06,0.02,0.0,0.82,outlier,probe
1,52,1,0,1,0.0,0.0,255,18,0.07,0.03,0.0,0.0,0.0,0.4,outlier,probe
1,43,1,0,3,0.0,1.0,73,60,0.26,0.07,0.01,0.03,0.0,0.89,outlier,probe
1,55,2,0,1,0.0,0.0,53,27,0.51,0.06,0.02,0.0,0.0,0.64,outlier,probe
1,40,1,0,511,0.16,1.0,255,1,0.0,0.94,0.0,0.0,0.15,0.85,probe,probe
1,55,1,0,4,0.0,1.0,193,84,0.33,0.03,0.01,0.02,0.0,0.88,outlier,probe
1,55,2,0,4,0.0,0.75,129,85,0.33,0.04,0.01,0.02,0.0,0.89,outlier,probe
2,45,9,1,94,0.0,0.96,255,1,0.0,0.64,1.0,0.0,0.0,0.0,probe,probe
1,40,1,0,458,0.16,1.0,255,1,0.0,0.94,0.0,0.0,0.15,0.85,probe,probe
1,45,1,0,28,0.04,0.07,255,8,0.03,0.05,0.0,0.0,0.0,0.87,dos,probe
0,13,9,18,1,0.0,0.0,1,166,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
2,45,9,1,77,0.0,0.83,255,1,0.0,0.52,0.98,0.0,0.0,0.02,probe,probe
1,40,1,0,511,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.0,1.0,probe,probe
1,40,1,0,509,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.0,0.99,probe,probe
1,40,4,0,1,0.0,0.0,255,1,0.0,0.95,0.94,0.0,0.0,0.94,normal,probe
0,13,9,18,1,0.0,0.0,1,37,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
0,13,9,20,1,0.0,0.0,3,103,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,52,1,0,1,0.0,0.0,161,28,0.17,0.03,0.01,0.0,0.01,0.87,outlier,probe
1,45,1,0,447,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.92,outlier,probe
1,52,1,0,4,0.0,1.0,30,31,0.17,0.17,0.03,0.06,0.0,0.83,outlier,probe
1,49,2,0,1,0.0,0.0,255,4,0.02,0.99,0.99,0.0,0.0,0.98,probe,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.82,0.8,0.0,0.0,0.9,probe,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.91,0.9,0.0,0.0,0.9,probe,probe
1,40,1,0,412,0.15,1.0,255,1,0.0,0.95,0.0,0.0,0.1,0.89,probe,probe
1,55,5,0,140,1.0,0.0,255,191,0.75,0.07,0.0,0.0,0.71,0.02,dos,probe
1,43,2,0,3,0.0,1.0,43,57,0.26,0.12,0.02,0.04,0.0,0.88,outlier,probe
1,40,1,0,510,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.97,outlier,probe
0,13,9,20,1,0.0,0.0,1,255,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,52,1,0,1,0.0,0.0,103,50,0.17,0.05,0.01,0.04,0.02,0.9,outlier,probe
1,40,1,0,449,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.02,0.98,probe,probe
1,40,1,0,2,0.0,1.0,255,4,0.02,0.02,0.0,0.0,0.0,0.02,outlier,probe
1,40,1,0,449,0.14,1.0,255,1,0.0,0.96,0.0,0.0,0.14,0.86,probe,probe
1,40,1,0,487,0.03,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.96,outlier,probe
2,45,9,1,114,0.0,0.71,255,25,0.1,0.56,0.88,0.0,0.0,0.12,normal,probe
1,43,2,0,3,0.0,1.0,255,53,0.21,0.02,0.0,0.0,0.0,0.77,outlier,probe
1,40,1,0,511,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.12,0.88,outlier,probe
0,14,9,1480,2,0.0,0.0,2,30,1.0,0.0,1.0,0.5,0.0,0.0,normal,probe
1,40,1,0,482,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,outlier,probe
1,43,1,0,3,0.0,1.0,17,59,0.24,0.29,0.06,0.03,0.0,0.82,outlier,probe
1,40,1,0,505,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.96,outlier,probe
1,24,2,0,3,0.0,1.0,177,59,0.24,0.03,0.01,0.03,0.0,0.89,outlier,probe
1,40,1,0,1,0.0,0.0,255,51,0.2,0.02,0.0,0.0,0.0,0.18,outlier,probe
1,55,5,0,112,1.0,0.0,185,121,0.65,0.09,0.01,0.0,0.61,0.03,dos,probe
1,40,1,0,1,0.0,0.0,77,2,0.03,0.04,0.01,0.0,0.0,0.03,outlier,probe
1,52,1,0,4,0.0,1.0,30,51,0.17,0.17,0.03,0.04,0.0,0.87,outlier,probe
1,40,1,0,448,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
1,45,4,0,1,0.0,0.0,47,1,0.02,0.83,0.83,0.0,0.0,0.83,probe,probe
0,14,9,40008,3,0.0,0.0,81,81,1.0,0.0,1.0,0.0,0.0,0.0,normal,probe
1,55,2,0,1,0.0,0.0,255,45,0.18,0.03,0.0,0.0,0.0,0.52,outlier,probe
1,40,1,0,467,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
1,55,1,0,4,0.0,1.0,124,84,0.34,0.04,0.01,0.02,0.01,0.87,outlier,probe
1,40,1,0,398,0.17,1.0,255,1,0.0,0.93,0.0,0.0,0.15,0.85,probe,probe
1,45,5,0,112,0.88,0.06,255,10,0.04,0.05,0.0,0.0,0.69,0.31,dos,probe
1,45,1,0,73,0.0,0.07,255,1,0.0,0.71,0.0,0.0,0.0,0.96,dos,probe
1,40,1,0,2,0.0,1.0,255,3,0.01,0.01,0.0,0.0,0.0,0.01,outlier,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.48,0.2,0.0,0.0,0.21,probe,probe
1,40,1,0,511,0.15,1.0,255,1,0.0,0.9,0.0,0.0,0.13,0.87,probe,probe
1,43,1,0,3,0.0,1.0,255,41,0.16,0.02,0.0,0.0,0.0,0.53,outlier,probe
1,55,2,0,1,0.0,0.0,255,61,0.24,0.03,0.0,0.0,0.0,0.51,outlier,probe
1,52,1,0,5,0.0,0.8,255,37,0.15,0.03,0.0,0.0,0.0,0.69,outlier,probe
1,45,4,0,1,0.0,0.0,191,1,0.01,0.66,0.66,0.0,0.0,0.68,probe,probe
1,45,1,0,13,0.0,0.15,255,12,0.05,0.93,0.0,0.0,0.0,0.96,dos,probe
1,40,1,0,495,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.0,1.0,probe,probe
1,24,2,0,2,0.0,1.0,106,59,0.25,0.05,0.01,0.03,0.0,0.89,outlier,probe
1,43,1,0,3,0.0,1.0,255,14,0.05,0.03,0.0,0.0,0.01,0.19,outlier,probe
1,45,1,0,510,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.02,0.95,probe,probe
0,13,9,18,1,0.0,0.0,1,36,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,40,1,0,398,0.17,1.0,255,1,0.0,0.91,0.0,0.0,0.16,0.83,probe,probe
1,24,2,0,2,0.0,1.0,142,60,0.26,0.04,0.01,0.03,0.0,0.92,outlier,probe
1,55,2,0,1,0.0,0.0,142,88,0.3,0.04,0.01,0.02,0.01,0.91,outlier,probe
1,40,1,0,1,0.0,0.0,255,13,0.05,0.02,0.0,0.0,0.0,0.05,outlier,probe
1,22,1,0,1,0.0,0.0,255,22,0.09,0.68,0.0,0.0,0.08,0.68,normal,probe
1,43,2,0,4,0.0,1.0,255,41,0.16,0.03,0.0,0.0,0.01,0.61,outlier,probe
2,40,9,115,47,0.0,0.0,51,47,0.92,0.04,0.92,0.0,0.0,0.0,normal,probe
1,55,2,0,4,0.0,0.75,255,14,0.05,0.02,0.0,0.0,0.0,0.08,outlier,probe
0,13,9,20,1,0.0,0.0,2,14,1.0,0.0,1.0,0.29,0.0,0.0,outlier,probe
1,43,2,0,2,0.0,1.0,78,61,0.27,0.06,0.01,0.03,0.0,0.91,outlier,probe
1,55,9,24,3,0.0,0.67,189,96,0.37,0.03,0.01,0.02,0.04,0.85,outlier,probe
0,14,9,40008,3,0.0,0.0,56,56,1.0,0.0,1.0,0.0,0.0,0.0,normal,probe
0,13,9,20,1,0.0,0.0,2,102,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
2,45,9,1,29,0.0,0.28,255,4,0.02,0.85,0.2,0.0,0.0,0.8,normal,probe
1,45,10,0,1,1.0,0.0,143,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,52,1,0,1,0.0,0.0,85,50,0.15,0.06,0.01,0.04,0.02,0.85,outlier,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.79,0.78,0.0,0.0,0.78,probe,probe
1,55,1,0,1,0.0,0.0,8,85,0.38,0.62,0.12,0.04,0.0,0.62,outlier,probe
0,13,9,64,1,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,normal,probe
1,40,1,0,495,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.01,0.99,probe,probe
1,19,9,74,3,0.0,0.67,255,5,0.02,0.98,0.02,0.0,0.01,0.96,normal,probe
1,40,5,0,436,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,40,1,0,1,0.0,0.0,255,12,0.05,0.02,0.0,0.0,0.0,0.05,outlier,probe
1,40,1,0,505,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,outlier,probe
1,40,1,0,448,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
1,40,1,0,472,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.14,0.85,probe,probe
2,45,9,1,11,0.0,0.55,255,1,0.0,0.18,0.96,0.0,0.0,0.01,outlier,probe
1,55,1,0,2,0.0,1.0,235,84,0.33,0.02,0.0,0.02,0.0,0.89,outlier,probe
1,24,1,0,3,0.0,0.67,255,6,0.02,0.7,0.0,0.0,0.0,0.06,outlier,probe
1,52,1,0,5,0.0,0.8,205,50,0.19,0.02,0.0,0.04,0.01,0.87,outlier,probe
2,45,9,1,13,0.0,0.46,255,3,0.01,0.25,1.0,0.0,0.0,0.0,normal,probe
1,45,1,0,444,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.89,outlier,probe
1,40,1,0,431,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,40,5,0,482,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.94,outlier,probe
1,40,1,0,510,0.09,1.0,255,1,0.0,1.0,0.0,0.0,0.01,0.99,probe,probe
1,40,1,0,511,0.15,1.0,255,1,0.0,0.92,0.0,0.0,0.13,0.87,probe,probe
1,45,10,0,1,1.0,0.0,178,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
0,13,9,20,1,0.0,0.0,1,135,1.0,0.0,1.0,0.27,0.0,0.0,outlier,probe
1,55,6,0,3,0.33,0.67,63,94,0.33,0.08,0.02,0.02,0.02,0.89,outlier,probe
1,52,1,0,1,0.0,0.0,255,29,0.11,0.03,0.0,0.0,0.02,0.5,outlier,probe
1,55,1,0,1,0.0,0.0,233,117,0.5,0.01,0.0,0.0,0.0,0.65,outlier,probe
1,40,1,0,1,0.0,0.0,255,26,0.1,0.02,0.0,0.0,0.0,0.09,outlier,probe
1,40,1,0,414,0.14,1.0,255,1,0.0,0.95,0.0,0.0,0.11,0.88,probe,probe
