Dst Port,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Mean,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Byts,Subflow Bwd Byts,Init Fwd Win Byts
80.0,333.0,935.0,333.0,111.0,935.0,233.75,17814.0,8907.0,17509.0,305.0,104.0,136.0,156.39662180000005,111.0,233.75,333.0,935.0,26883.0
80.0,372.0,935.0,372.0,124.0,935.0,233.75,306.0,153.0,284.0,22.0,104.0,136.0,126.8498943,124.0,233.75,372.0,935.0,26883.0
80.0,394.0,935.0,394.0,131.3333333,935.0,233.75,22853.0,11426.5,22568.0,285.0,104.0,136.0,64.1491682,131.3333333,233.75,394.0,935.0,26883.0
80.0,340.0,935.0,340.0,113.3333333,935.0,233.75,8318.0,4159.0,8044.0,274.0,104.0,136.0,325.0975293,113.3333333,233.75,340.0,935.0,26883.0
80.0,337.0,935.0,337.0,112.3333333,935.0,233.75,10957.0,5478.5,5648.0,5309.0,104.0,136.0,59.58173621,112.3333333,233.75,337.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,64.0,0.0,142857.1429,0.0,0.0,0.0,0.0,225.0
80.0,300.0,935.0,300.0,100.0,935.0,233.75,7188.0,3594.0,4814.0,2374.0,104.0,136.0,69.88608568,100.0,233.75,300.0,935.0,26883.0
80.0,370.0,935.0,370.0,123.3333333,935.0,233.75,12524.0,6262.0,11686.0,838.0,104.0,136.0,58.88125613,123.3333333,233.75,370.0,935.0,26883.0
80.0,298.0,935.0,298.0,99.33333333,935.0,233.75,11870.0,5935.0,10034.0,1836.0,104.0,136.0,71.03449909,99.33333333,233.75,298.0,935.0,26883.0
80.0,408.0,935.0,408.0,136.0,935.0,233.75,12004.0,6002.0,9933.0,2071.0,104.0,136.0,58.93099181,136.0,233.75,408.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,64.0,0.0,66666.66667,0.0,0.0,0.0,0.0,225.0
80.0,369.0,935.0,369.0,123.0,935.0,233.75,27899.0,13949.5,27656.0,243.0,104.0,136.0,105.1782772,123.0,233.75,369.0,935.0,26883.0
80.0,318.0,935.0,318.0,106.0,935.0,233.75,33585.0,16792.5,33215.0,370.0,104.0,136.0,50.80698427,106.0,233.75,318.0,935.0,26883.0
80.0,291.0,935.0,291.0,97.0,935.0,233.75,11226.0,5613.0,8562.0,2664.0,104.0,136.0,78.57722832,97.0,233.75,291.0,935.0,26883.0
80.0,336.0,935.0,336.0,112.0,935.0,233.75,16597.0,8298.5,16306.0,291.0,104.0,136.0,101.722501,112.0,233.75,336.0,935.0,26883.0
80.0,410.0,935.0,410.0,136.66666669999998,935.0,233.75,36437.0,18218.5,36134.0,303.0,104.0,136.0,81.21277748,136.66666669999998,233.75,410.0,935.0,26883.0
80.0,346.0,935.0,346.0,115.3333333,935.0,233.75,24483.0,12241.5,20044.0,4439.0,104.0,136.0,82.42664029,115.3333333,233.75,346.0,935.0,26883.0
80.0,359.0,935.0,359.0,119.6666667,935.0,233.75,8784.0,4392.0,5459.0,3325.0,104.0,136.0,82.39268353,119.6666667,233.75,359.0,935.0,26883.0
80.0,370.0,935.0,370.0,123.3333333,935.0,233.75,42808.0,21404.0,42484.0,324.0,104.0,136.0,67.04210244,123.3333333,233.75,370.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,105.0,64.0,0.0,19047.61905,0.0,0.0,0.0,0.0,225.0
80.0,350.0,935.0,350.0,116.6666667,935.0,233.75,24806.0,12403.0,24512.0,294.0,104.0,136.0,56.05800135,116.6666667,233.75,350.0,935.0,26883.0
80.0,313.0,935.0,313.0,104.3333333,935.0,233.75,12477.0,6238.5,11521.0,956.0,104.0,136.0,55.81810739,104.3333333,233.75,313.0,935.0,26883.0
80.0,348.0,935.0,348.0,116.0,935.0,233.75,11117.0,5558.5,7510.0,3607.0,104.0,136.0,58.59489443,116.0,233.75,348.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,73.0,73.0,64.0,0.0,27397.26027,0.0,0.0,0.0,0.0,225.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,85.0,85.0,64.0,0.0,23529.41176,0.0,0.0,0.0,0.0,225.0
80.0,347.0,935.0,347.0,115.6666667,935.0,233.75,33494.0,16747.0,33185.0,309.0,104.0,136.0,85.89835361,115.6666667,233.75,347.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,64.0,0.0,33898.30508,0.0,0.0,0.0,0.0,225.0
80.0,359.0,935.0,359.0,119.6666667,935.0,233.75,5378.0,2689.0,3116.0,2262.0,104.0,136.0,64.29903337,119.6666667,233.75,359.0,935.0,26883.0
80.0,346.0,935.0,346.0,115.3333333,935.0,233.75,4033.0,2016.5,2028.0,2005.0,104.0,136.0,59.85515054,115.3333333,233.75,346.0,935.0,26883.0
80.0,302.0,935.0,302.0,100.6666667,935.0,233.75,2265.0,1132.5,1637.0,628.0,104.0,136.0,128.7664177,100.6666667,233.75,302.0,935.0,26883.0
80.0,333.0,935.0,333.0,111.0,935.0,233.75,29309.0,14654.5,29039.0,270.0,104.0,136.0,75.51729346,111.0,233.75,333.0,935.0,26883.0
80.0,316.0,935.0,316.0,105.3333333,935.0,233.75,31450.0,15725.0,31161.0,289.0,104.0,136.0,76.05141075,105.3333333,233.75,316.0,935.0,26883.0
80.0,392.0,935.0,392.0,130.6666667,935.0,233.75,28840.0,14420.0,23573.0,5267.0,104.0,136.0,63.469228,130.6666667,233.75,392.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,89.0,89.0,64.0,0.0,22471.91011,0.0,0.0,0.0,0.0,225.0
80.0,333.0,935.0,333.0,111.0,935.0,233.75,31439.0,15719.5,31179.0,260.0,104.0,136.0,88.07985907,111.0,233.75,333.0,935.0,26883.0
80.0,373.0,935.0,373.0,124.3333333,935.0,233.75,1772.0,886.0,1412.0,360.0,104.0,136.0,1165.048544,124.3333333,233.75,373.0,935.0,26883.0
80.0,296.0,935.0,296.0,98.66666667,935.0,233.75,11041.0,5520.5,9130.0,1911.0,104.0,136.0,60.77303298,98.66666667,233.75,296.0,935.0,26883.0
80.0,336.0,935.0,336.0,112.0,935.0,233.75,12622.0,6311.0,9444.0,3178.0,104.0,136.0,44.95190147,112.0,233.75,336.0,935.0,26883.0
80.0,363.0,935.0,363.0,121.0,935.0,233.75,22161.0,11080.5,21895.0,266.0,104.0,136.0,66.11715961,121.0,233.75,363.0,935.0,26883.0
80.0,347.0,935.0,347.0,115.6666667,935.0,233.75,19148.0,9574.0,18875.0,273.0,104.0,136.0,123.5432195,115.6666667,233.75,347.0,935.0,26883.0
80.0,320.0,935.0,320.0,106.6666667,935.0,233.75,28608.0,14304.0,28321.0,287.0,104.0,136.0,101.0305112,106.6666667,233.75,320.0,935.0,26883.0
80.0,341.0,935.0,341.0,113.6666667,935.0,233.75,19812.0,9906.0,19524.0,288.0,104.0,136.0,80.66033931,113.6666667,233.75,341.0,935.0,26883.0
80.0,312.0,935.0,312.0,104.0,935.0,233.75,12825.0,6412.5,12453.0,372.0,104.0,136.0,97.94639068,104.0,233.75,312.0,935.0,26883.0
80.0,328.0,935.0,328.0,109.3333333,935.0,233.75,11913.0,5956.5,10400.0,1513.0,104.0,136.0,53.01758417,109.3333333,233.75,328.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,0.0,31250.0,0.0,0.0,0.0,0.0,225.0
80.0,354.0,935.0,354.0,118.0,935.0,233.75,9078.0,4539.0,8819.0,259.0,104.0,136.0,77.76452901,118.0,233.75,354.0,935.0,26883.0
80.0,344.0,935.0,344.0,86.0,935.0,233.75,1014678.0,338226.0,1002199.0,2307.0,144.0,136.0,3.779596604,86.0,233.75,344.0,935.0,26883.0
80.0,363.0,935.0,363.0,121.0,935.0,233.75,11568.0,5784.0,9466.0,2102.0,104.0,136.0,56.01508673,121.0,233.75,363.0,935.0,26883.0
80.0,305.0,935.0,305.0,101.6666667,935.0,233.75,4600.0,2300.0,3028.0,1572.0,104.0,136.0,64.85364694,101.6666667,233.75,305.0,935.0,26883.0
80.0,342.0,935.0,342.0,114.0,935.0,233.75,20522.0,10261.0,20244.0,278.0,104.0,136.0,46.86035614,114.0,233.75,342.0,935.0,26883.0
80.0,367.0,935.0,367.0,122.3333333,935.0,233.75,9186.0,4593.0,6056.0,3130.0,104.0,136.0,63.90456918,122.3333333,233.75,367.0,935.0,26883.0
80.0,353.0,935.0,353.0,117.6666667,935.0,233.75,35829.0,17914.5,35566.0,263.0,104.0,136.0,39.92600381,117.6666667,233.75,353.0,935.0,26883.0
80.0,326.0,935.0,326.0,108.6666667,935.0,233.75,25557.0,12778.5,24243.0,1314.0,104.0,136.0,100.3378039,108.6666667,233.75,326.0,935.0,26883.0
80.0,361.0,935.0,361.0,120.3333333,935.0,233.75,33714.0,16857.0,33387.0,327.0,104.0,136.0,83.4190696,120.3333333,233.75,361.0,935.0,26883.0
80.0,324.0,935.0,324.0,108.0,935.0,233.75,8459.0,4229.5,8152.0,307.0,104.0,136.0,220.2966662,108.0,233.75,324.0,935.0,26883.0
80.0,363.0,935.0,363.0,121.0,935.0,233.75,31198.0,15599.0,30938.0,260.0,104.0,136.0,88.13678829999998,121.0,233.75,363.0,935.0,26883.0
80.0,310.0,935.0,310.0,103.3333333,935.0,233.75,1893.0,946.5,1169.0,724.0,104.0,136.0,72.77137659,103.3333333,233.75,310.0,935.0,26883.0
80.0,324.0,935.0,324.0,108.0,935.0,233.75,41697.0,20848.5,41386.0,311.0,104.0,136.0,68.26404533,108.0,233.75,324.0,935.0,26883.0
80.0,367.0,935.0,367.0,122.3333333,935.0,233.75,33001.0,16500.5,32642.0,359.0,104.0,136.0,49.16420846,122.3333333,233.75,367.0,935.0,26883.0
80.0,412.0,935.0,412.0,137.33333330000002,935.0,233.75,27863.0,13931.5,27442.0,421.0,104.0,136.0,90.74959163,137.33333330000002,233.75,412.0,935.0,26883.0
80.0,370.0,935.0,370.0,123.3333333,935.0,233.75,10835.0,5417.5,9081.0,1754.0,104.0,136.0,67.44907595,123.3333333,233.75,370.0,935.0,26883.0
80.0,306.0,935.0,306.0,102.0,935.0,233.75,2820.0,1410.0,2491.0,329.0,104.0,136.0,409.7800847,102.0,233.75,306.0,935.0,26883.0
80.0,314.0,935.0,314.0,104.6666667,935.0,233.75,1923.0,961.5,1398.0,525.0,104.0,136.0,252.78058650000003,104.6666667,233.75,314.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,61.0,61.0,64.0,0.0,32786.88525,0.0,0.0,0.0,0.0,225.0
80.0,357.0,935.0,357.0,119.0,935.0,233.75,28980.0,14490.0,28725.0,255.0,104.0,136.0,61.31458470000001,119.0,233.75,357.0,935.0,26883.0
80.0,378.0,935.0,378.0,126.0,935.0,233.75,29185.0,14592.5,28869.0,316.0,104.0,136.0,101.5125368,126.0,233.75,378.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,64.0,0.0,68965.51724,0.0,0.0,0.0,0.0,225.0
80.0,295.0,935.0,295.0,98.33333333,935.0,233.75,33465.0,16732.5,33199.0,266.0,104.0,136.0,88.87045649999997,98.33333333,233.75,295.0,935.0,26883.0
80.0,328.0,935.0,328.0,109.3333333,935.0,233.75,18089.0,9044.5,17809.0,280.0,104.0,136.0,87.42277655,109.3333333,233.75,328.0,935.0,26883.0
80.0,383.0,935.0,383.0,127.6666667,935.0,233.75,28626.0,14313.0,28277.0,349.0,104.0,136.0,100.5463016,127.6666667,233.75,383.0,935.0,26883.0
80.0,370.0,935.0,370.0,123.3333333,935.0,233.75,11602.0,5801.0,9951.0,1651.0,104.0,136.0,49.3485985,123.3333333,233.75,370.0,935.0,26883.0
80.0,742.0,935.0,371.0,123.6666667,935.0,311.6666667,279764.0,55952.8,202365.0,272.0,200.0,104.0,21.44664789,123.6666667,311.6666667,742.0,935.0,26883.0
80.0,303.0,935.0,303.0,101.0,935.0,233.75,8076.0,4038.0,7832.0,244.0,104.0,136.0,170.3964558,101.0,233.75,303.0,935.0,26883.0
80.0,357.0,935.0,357.0,119.0,935.0,233.75,43514.0,21757.0,43246.0,268.0,104.0,136.0,46.82013266,119.0,233.75,357.0,935.0,26883.0
80.0,318.0,935.0,318.0,106.0,935.0,233.75,12618.0,6309.0,12325.0,293.0,104.0,136.0,211.2229811,106.0,233.75,318.0,935.0,26883.0
80.0,350.0,935.0,350.0,116.6666667,935.0,233.75,22281.0,11140.5,22022.0,259.0,104.0,136.0,132.0422535,116.6666667,233.75,350.0,935.0,26883.0
80.0,339.0,935.0,339.0,113.0,935.0,233.75,16138.0,8069.0,15874.0,264.0,104.0,136.0,74.09419842,113.0,233.75,339.0,935.0,26883.0
80.0,375.0,935.0,375.0,125.0,935.0,233.75,2806.0,1403.0,2540.0,266.0,104.0,136.0,690.1311249,125.0,233.75,375.0,935.0,26883.0
80.0,412.0,935.0,412.0,137.33333330000002,935.0,233.75,40762.0,20381.0,40452.0,310.0,104.0,136.0,68.35425733,137.33333330000002,233.75,412.0,935.0,26883.0
80.0,360.0,935.0,360.0,120.0,935.0,233.75,30328.0,15164.0,30000.0,328.0,104.0,136.0,96.59347028,120.0,233.75,360.0,935.0,26883.0
80.0,348.0,935.0,348.0,116.0,935.0,233.75,67154.0,33577.0,66314.0,840.0,104.0,136.0,31.83260295,116.0,233.75,348.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,64.0,0.0,18181.81818,0.0,0.0,0.0,0.0,225.0
80.0,377.0,935.0,377.0,125.6666667,935.0,233.75,6885.0,3442.5,3505.0,3380.0,104.0,136.0,66.28515875,125.6666667,233.75,377.0,935.0,26883.0
80.0,368.0,935.0,368.0,122.6666667,935.0,233.75,5747.0,2873.5,4036.0,1711.0,104.0,136.0,59.65875194,122.6666667,233.75,368.0,935.0,26883.0
80.0,358.0,935.0,358.0,119.3333333,935.0,233.75,13566.0,6783.0,13329.0,237.0,104.0,136.0,53.13778628,119.3333333,233.75,358.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,103.0,103.0,64.0,0.0,19417.47573,0.0,0.0,0.0,0.0,225.0
80.0,398.0,935.0,398.0,132.6666667,935.0,233.75,14902.0,7451.0,14170.0,732.0,104.0,136.0,62.42976651,132.6666667,233.75,398.0,935.0,26883.0
80.0,288.0,935.0,288.0,96.0,935.0,233.75,3840.0,1920.0,3595.0,245.0,104.0,136.0,310.1736973,96.0,233.75,288.0,935.0,26883.0
80.0,349.0,935.0,349.0,116.3333333,935.0,233.75,5156.0,2578.0,4915.0,241.0,104.0,136.0,257.7984016,116.3333333,233.75,349.0,935.0,26883.0
80.0,333.0,935.0,333.0,111.0,935.0,233.75,99231.0,49615.5,98967.0,264.0,104.0,136.0,30.06674818,111.0,233.75,333.0,935.0,26883.0
80.0,317.0,935.0,317.0,105.6666667,935.0,233.75,46467.0,23233.5,46137.0,330.0,104.0,136.0,62.97361406,105.6666667,233.75,317.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,64.0,0.0,28169.01408,0.0,0.0,0.0,0.0,225.0
80.0,383.0,935.0,383.0,127.6666667,935.0,233.75,33793.0,16896.5,33552.0,241.0,104.0,136.0,41.38216429,127.6666667,233.75,383.0,935.0,26883.0
80.0,323.0,935.0,323.0,80.75,935.0,233.75,34074.0,11358.0,32935.0,344.0,136.0,136.0,116.2621712,80.75,233.75,323.0,935.0,26883.0
80.0,334.0,935.0,334.0,111.3333333,935.0,233.75,5122.0,2561.0,2900.0,2222.0,104.0,136.0,64.04508774,111.3333333,233.75,334.0,935.0,26883.0
80.0,355.0,935.0,355.0,118.3333333,935.0,233.75,12248.0,6124.0,11965.0,283.0,104.0,136.0,101.6880212,118.3333333,233.75,355.0,935.0,26883.0
80.0,343.0,935.0,343.0,114.3333333,935.0,233.75,15484.0,7742.0,15230.0,254.0,104.0,136.0,100.3646583,114.3333333,233.75,343.0,935.0,26883.0
80.0,355.0,935.0,355.0,118.3333333,935.0,233.75,15549.0,7774.5,15265.0,284.0,104.0,136.0,112.6845209,118.3333333,233.75,355.0,935.0,26883.0
80.0,375.0,935.0,375.0,125.0,935.0,233.75,16434.0,8217.0,16101.0,333.0,104.0,136.0,86.91621277,125.0,233.75,375.0,935.0,26883.0
80.0,374.0,935.0,374.0,124.6666667,935.0,233.75,32553.0,16276.5,32284.0,269.0,104.0,136.0,52.53112469,124.6666667,233.75,374.0,935.0,26883.0
80.0,320.0,935.0,320.0,106.6666667,935.0,233.75,36338.0,18169.0,36037.0,301.0,104.0,136.0,59.03303882,106.6666667,233.75,320.0,935.0,26883.0
80.0,410.0,935.0,410.0,136.66666669999998,935.0,233.75,773.0,386.5,452.0,321.0,104.0,136.0,930.2325581,136.66666669999998,233.75,410.0,935.0,26883.0
80.0,374.0,935.0,374.0,124.6666667,935.0,233.75,23838.0,11919.0,23547.0,291.0,104.0,136.0,118.7648456,124.6666667,233.75,374.0,935.0,26883.0
80.0,411.0,935.0,411.0,102.75,935.0,233.75,1013176.0,337725.3333,1011177.0,481.0,144.0,136.0,3.91632766,102.75,233.75,411.0,935.0,26883.0
80.0,360.0,935.0,360.0,120.0,935.0,233.75,12870.0,6435.0,10056.0,2814.0,104.0,136.0,57.43055688,120.0,233.75,360.0,935.0,26883.0
80.0,334.0,935.0,334.0,111.3333333,935.0,233.75,37387.0,18693.5,37149.0,238.0,104.0,136.0,40.05875284,111.3333333,233.75,334.0,935.0,26883.0
80.0,345.0,935.0,345.0,115.0,935.0,233.75,29869.0,14934.5,29537.0,332.0,104.0,136.0,99.51569031,115.0,233.75,345.0,935.0,26883.0
80.0,307.0,935.0,307.0,102.3333333,935.0,233.75,32890.0,16445.0,32594.0,296.0,104.0,136.0,44.0573921,102.3333333,233.75,307.0,935.0,26883.0
80.0,363.0,935.0,363.0,121.0,935.0,233.75,7177.0,3588.5,5501.0,1676.0,104.0,136.0,63.25777543,121.0,233.75,363.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,64.0,0.0,57142.85714,0.0,0.0,0.0,0.0,225.0
80.0,342.0,935.0,342.0,114.0,935.0,233.75,29821.0,14910.5,29482.0,339.0,104.0,136.0,99.66115208,114.0,233.75,342.0,935.0,26883.0
80.0,338.0,935.0,338.0,112.6666667,935.0,233.75,17255.0,8627.5,16988.0,267.0,104.0,136.0,166.0669803,112.6666667,233.75,338.0,935.0,26883.0
80.0,350.0,935.0,350.0,116.6666667,935.0,233.75,22799.0,11399.5,22456.0,343.0,104.0,136.0,108.8534107,116.6666667,233.75,350.0,935.0,26883.0
80.0,334.0,935.0,334.0,111.3333333,935.0,233.75,12127.0,6063.5,11800.0,327.0,104.0,136.0,207.5119319,111.3333333,233.75,334.0,935.0,26883.0
80.0,326.0,935.0,326.0,108.6666667,935.0,233.75,26742.0,13371.0,26503.0,239.0,104.0,136.0,109.4730696,108.6666667,233.75,326.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,77.0,64.0,0.0,25974.02597,0.0,0.0,0.0,0.0,225.0
80.0,332.0,935.0,332.0,110.6666667,935.0,233.75,3185.0,1592.5,2880.0,305.0,104.0,136.0,200.3472686,110.6666667,233.75,332.0,935.0,26883.0
80.0,412.0,935.0,412.0,137.33333330000002,935.0,233.75,14952.0,7476.0,14587.0,365.0,104.0,136.0,64.29214350000001,137.33333330000002,233.75,412.0,935.0,26883.0
80.0,352.0,935.0,352.0,117.3333333,935.0,233.75,30979.0,15489.5,30586.0,393.0,104.0,136.0,44.50774435,117.3333333,233.75,352.0,935.0,26883.0
80.0,303.0,935.0,303.0,101.0,935.0,233.75,17564.0,8782.0,16378.0,1186.0,104.0,136.0,65.27557171,101.0,233.75,303.0,935.0,26883.0
80.0,310.0,935.0,310.0,103.3333333,935.0,233.75,8798.0,4399.0,8126.0,672.0,104.0,136.0,59.02026362,103.3333333,233.75,310.0,935.0,26883.0
80.0,325.0,935.0,325.0,108.3333333,935.0,233.75,19354.0,9677.0,18987.0,367.0,104.0,136.0,60.56323811,108.3333333,233.75,325.0,935.0,26883.0
80.0,320.0,935.0,320.0,106.6666667,935.0,233.75,26590.0,13295.0,26175.0,415.0,104.0,136.0,58.58459616,106.6666667,233.75,320.0,935.0,26883.0
80.0,356.0,935.0,356.0,118.6666667,935.0,233.75,5882.0,2941.0,5523.0,359.0,104.0,136.0,241.2157273,118.6666667,233.75,356.0,935.0,26883.0
80.0,308.0,935.0,308.0,102.6666667,935.0,233.75,6755.0,3377.5,3755.0,3000.0,104.0,136.0,67.68647624,102.6666667,233.75,308.0,935.0,26883.0
80.0,361.0,935.0,361.0,120.3333333,935.0,233.75,10416.0,5208.0,10167.0,249.0,104.0,136.0,142.8367376,120.3333333,233.75,361.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,64.0,0.0,25000.0,0.0,0.0,0.0,0.0,225.0
80.0,350.0,935.0,350.0,116.6666667,935.0,233.75,35101.0,17550.5,34842.0,259.0,104.0,136.0,80.75152755,116.6666667,233.75,350.0,935.0,26883.0
80.0,325.0,935.0,325.0,108.3333333,935.0,233.75,34912.0,17456.0,34609.0,303.0,104.0,136.0,42.38006442,108.3333333,233.75,325.0,935.0,26883.0
80.0,296.0,935.0,296.0,98.66666667,935.0,233.75,43027.0,21513.5,42745.0,282.0,104.0,136.0,68.10133479,98.66666667,233.75,296.0,935.0,26883.0
80.0,406.0,935.0,406.0,135.33333330000002,935.0,233.75,34585.0,17292.5,34291.0,294.0,104.0,136.0,83.67033886,135.33333330000002,233.75,406.0,935.0,26883.0
80.0,354.0,935.0,354.0,118.0,935.0,233.75,19950.0,9975.0,18035.0,1915.0,104.0,136.0,136.06059230000002,118.0,233.75,354.0,935.0,26883.0
80.0,332.0,935.0,332.0,110.6666667,935.0,233.75,2432.0,1216.0,2212.0,220.0,104.0,136.0,73.60157017,110.6666667,233.75,332.0,935.0,26883.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,64.0,0.0,25316.4557,0.0,0.0,0.0,0.0,225.0
80.0,309.0,935.0,309.0,103.0,935.0,233.75,30856.0,15428.0,30601.0,255.0,104.0,136.0,41.91993293,103.0,233.75,309.0,935.0,26883.0
80.0,313.0,935.0,313.0,104.3333333,935.0,233.75,38528.0,19264.0,38174.0,354.0,104.0,136.0,72.60758023,104.3333333,233.75,313.0,935.0,26883.0
80.0,356.0,935.0,356.0,118.6666667,935.0,233.75,40165.0,20082.5,39721.0,444.0,104.0,136.0,70.33173133,118.6666667,233.75,356.0,935.0,26883.0
80.0,1077.0,935.0,359.0,215.4,935.0,233.75,424199.0,106049.75,210591.0,2230.0,168.0,136.0,10.92027327,215.4,233.75,1077.0,935.0,26883.0
80.0,310.0,935.0,310.0,103.3333333,935.0,233.75,32925.0,16462.5,32641.0,284.0,104.0,136.0,90.20657305,103.3333333,233.75,310.0,935.0,26883.0
80.0,394.0,935.0,394.0,131.3333333,935.0,233.75,8528.0,4264.0,8238.0,290.0,104.0,136.0,122.3341353,131.3333333,233.75,394.0,935.0,26883.0
80.0,357.0,935.0,357.0,119.0,935.0,233.75,20482.0,10241.0,20192.0,290.0,104.0,136.0,130.66202090000002,119.0,233.75,357.0,935.0,26883.0
80.0,335.0,935.0,335.0,111.6666667,935.0,233.75,13455.0,6727.5,13175.0,280.0,104.0,136.0,102.6097069,111.6666667,233.75,335.0,935.0,26883.0
80.0,352.0,935.0,352.0,117.3333333,935.0,233.75,11590.0,5795.0,10800.0,790.0,104.0,136.0,54.20250054,117.3333333,233.75,352.0,935.0,26883.0
